Epoch	--Time	--TrainLoss	--TrainmAP	--ValmAP	
0	12/01-10:02:39	21.058968268334866	0.25	-	
0	12/01-10:04:04	22.799319121986628	0.29000000000000004	-	
0	12/01-10:05:29	25.485409423708916	0.22999999999999998	-	
0	12/01-10:06:54	21.71548083424568	0.34	-	
0	12/01-10:08:18	21.794689819216728	0.38999999999999996	-	
0	12/01-10:09:43	24.306827690452337	0.27999999999999997	-	
0	12/01-10:11:08	18.325435230508447	0.25	-	
0	12/01-10:12:32	21.895545069128275	0.22999999999999998	-	
0	12/01-10:13:57	19.096581963822246	0.44000000000000006	-	
0	12/01-10:15:21	24.57637106999755	0.27	-	
0	12/01-10:16:46	20.14449331909418	0.24000000000000005	-	
0	12/01-10:18:10	19.31517501361668	0.28	-	
0	12/01-10:19:35	18.30875757150352	0.29	-	
0	12/01-10:21:00	18.85753939859569	0.45999999999999996	-	
0	12/01-10:22:24	19.95691331103444	0.38	-	
0	12/01-10:23:48	19.791822414845228	0.33	-	
0	12/01-10:25:13	18.23574071750045	0.26	-	
0	12/01-10:26:37	21.526110358536243	0.22999999999999998	-	
0	12/01-10:28:01	24.152304977178574	0.29000000000000004	-	
0	12/01-10:29:26	17.79004349373281	0.48	-	
0	12/01-10:30:49	19.673635251820087	0.2899999999999999	-	
0	12/01-10:32:14	23.24877306818962	0.33999999999999997	-	
0	12/01-10:33:38	18.469272181391716	0.36	-	
0	12/01-10:35:02	19.393260590732098	0.32	-	
0	12/01-10:36:27	21.496375557035208	0.26	-	
0	12/01-10:37:50	17.586536705493927	0.36	-	
0	12/01-10:39:15	20.675535779446363	0.27999999999999997	-	
0	12/01-10:40:39	24.132514372467995	0.22999999999999998	-	
0	12/01-10:42:04	22.074419539421797	0.13999999999999999	-	
0	12/01-10:43:28	20.893048495054245	0.32	-	
0	12/01-10:44:53	18.095497507601976	0.41	-	
0	12/01-10:54:02	18.095497507601976	-	0.3281321668223902	
0	12/01-10:55:26	23.439188953489065	0.38	-	
0	12/01-10:56:50	25.287463795393705	0.31999999999999995	-	
0	12/01-10:58:14	22.343029268085957	0.33	-	
0	12/01-10:59:39	22.42461545392871	0.33	-	
0	12/01-11:01:05	18.686389084905386	0.32999999999999996	-	
0	12/01-11:02:29	23.71762879192829	0.39999999999999997	-	
0	12/01-11:03:54	24.929570499807596	0.32	-	
0	12/01-11:05:19	22.677220404148102	0.33999999999999997	-	
0	12/01-11:06:44	19.386064959689975	0.36	-	
0	12/01-11:08:09	17.05314964056015	0.41000000000000003	-	
0	12/01-11:09:33	19.902358762919903	0.38	-	
0	12/01-11:10:57	23.235781118273735	0.30000000000000004	-	
0	12/01-11:12:21	20.23827750235796	0.4	-	
0	12/01-11:13:45	21.675550378859043	0.37	-	
0	12/01-11:15:09	25.34841885790229	0.30999999999999994	-	
0	12/01-11:16:34	20.741596817970276	0.29000000000000004	-	
0	12/01-11:17:59	18.760745879262686	0.45999999999999996	-	
0	12/01-11:19:24	16.11824263818562	0.41	-	
0	12/01-11:20:49	20.418816711753607	0.39	-	
0	12/01-11:22:14	17.655615229159594	0.44000000000000006	-	
0	12/01-11:23:39	22.350996732711792	0.25	-	
0	12/01-11:25:05	20.726192742586136	0.33999999999999997	-	
0	12/01-11:26:29	19.447027007117867	0.43	-	
0	12/01-11:27:55	25.34467028453946	0.32	-	
0	12/01-11:29:20	20.48325026407838	0.25	-	
0	12/01-11:30:44	19.181881798431277	0.5	-	
0	12/01-11:32:09	19.903189968317747	0.27	-	
0	12/01-11:33:33	18.544336780905724	0.30999999999999994	-	
0	12/01-11:34:58	20.492433104664087	0.38	-	
0	12/01-11:36:24	19.929464906454086	0.35	-	
0	12/01-11:37:49	19.13177315145731	0.38	-	
0	12/01-11:39:14	18.912493251264095	0.52	-	
0	12/01-11:40:39	17.582238651812077	0.51	-	
0	12/01-11:42:03	15.591292176395655	0.49000000000000005	-	
0	12/01-11:43:28	19.917362369596958	0.33999999999999997	-	
0	12/01-11:44:53	20.997729152441025	0.32999999999999996	-	
0	12/01-11:46:18	16.519931377843022	0.48	-	
0	12/01-11:47:43	18.467898480594158	0.32	-	
0	12/01-11:49:08	19.485470838844776	0.35	-	
0	12/01-11:50:32	17.466509016230702	0.44000000000000006	-	
0	12/01-11:51:56	20.630047656595707	0.39	-	
0	12/01-11:53:21	21.267144475132227	0.49000000000000005	-	
0	12/01-11:54:45	21.59717958420515	0.27999999999999997	-	
0	12/01-11:56:11	21.951906383037567	0.35	-	
0	12/01-11:57:36	21.562110632658005	0.27999999999999997	-	
0	12/01-11:59:01	19.721200224012136	0.45	-	
0	12/01-12:00:27	18.89364211820066	0.48	-	
0	12/01-12:01:53	15.29124565422535	0.6	-	
0	12/01-12:03:18	18.719793297350407	0.24000000000000005	-	
0	12/01-12:04:42	19.708345644176006	0.37	-	
0	12/01-12:13:43	19.708345644176006	-	0.26488150853648185	
0	12/01-12:15:07	19.882784690707922	0.42000000000000004	-	
0	12/01-12:16:31	21.87545644119382	0.41000000000000003	-	
0	12/01-12:17:56	18.978960579261184	0.52	-	
0	12/01-12:19:20	16.857509035617113	0.41	-	
0	12/01-12:20:46	23.013644386082888	0.38	-	
0	12/01-12:22:11	17.684046179056168	0.4	-	
0	12/01-12:23:36	17.55323144607246	0.4	-	
0	12/01-12:25:02	18.586545484140515	0.30999999999999994	-	
0	12/01-12:26:28	20.37985483184457	0.4	-	
0	12/01-12:27:54	17.32537755742669	0.37	-	
0	12/01-12:29:19	22.259678225964308	0.25999999999999995	-	
0	12/01-12:30:44	19.80379456654191	0.35	-	
0	12/01-12:32:09	17.396180192008615	0.45	-	
0	12/01-12:33:34	16.4793711155653	0.37	-	
0	12/01-12:35:00	22.721285931766033	0.30999999999999994	-	
0	12/01-12:36:25	16.403994522988796	0.44000000000000006	-	
0	12/01-12:37:50	21.50851534679532	0.33999999999999997	-	
0	12/01-12:39:15	19.212720217183232	0.35	-	
0	12/01-12:40:41	18.423539586365223	0.36	-	
0	12/01-12:42:06	22.865263745188713	0.30999999999999994	-	
0	12/01-12:43:31	15.605618245899677	0.6799999999999999	-	
0	12/01-12:44:56	22.8777970187366	0.31	-	
0	12/01-12:46:21	16.695382073521614	0.5	-	
0	12/01-12:47:46	15.395269729197025	0.5800000000000001	-	
0	12/01-12:49:10	21.29567787051201	0.33999999999999997	-	
0	12/01-12:50:35	16.230689361691475	0.47000000000000003	-	
0	12/01-12:52:00	19.560770597308874	0.42000000000000004	-	
0	12/01-12:53:23	19.229823956266046	0.43	-	
0	12/01-12:54:47	18.687091069296002	0.33999999999999997	-	
0	12/01-12:56:10	19.801529124379158	0.21000000000000002	-	
0	12/01-12:57:33	18.456813413649797	0.53	-	
0	12/01-12:58:56	18.184108193963766	0.27	-	
0	12/01-13:00:19	18.959930166602135	0.45	-	
0	12/01-13:01:43	20.4583746381104	0.35	-	
0	12/01-13:03:04	18.422362627461553	0.45999999999999996	-	
0	12/01-13:04:27	16.079486813396215	0.45999999999999996	-	
0	12/01-13:05:50	20.041509997099638	0.35	-	
0	12/01-13:07:14	16.09927974641323	0.45999999999999996	-	
0	12/01-13:08:36	21.973298862576485	0.25999999999999995	-	
0	12/01-13:09:59	21.722950041294098	0.39	-	
0	12/01-13:11:22	18.704492831602693	0.41	-	
0	12/01-13:12:46	18.732997123152018	0.31999999999999995	-	
0	12/01-13:14:09	17.881777603179216	0.45999999999999996	-	
0	12/01-13:15:33	14.898930676281452	0.52	-	
0	12/01-13:16:56	15.949502121657133	0.53	-	
0	12/01-13:18:20	16.24101772904396	0.5999999999999999	-	
0	12/01-13:19:43	21.770047023892403	0.24999999999999994	-	
0	12/01-13:21:06	16.971691511571407	0.61	-	
0	12/01-13:22:30	18.71647546067834	0.4	-	
0	12/01-13:23:53	19.0351705532521	0.35	-	
0	12/01-13:32:47	19.0351705532521	-	0.2707168945893145	
0	12/01-13:34:08	14.946672599762678	0.4	-	
0	12/01-13:35:32	14.604864409193397	0.5900000000000001	-	
0	12/01-13:36:54	16.646243166178465	0.39	-	
0	12/01-13:38:18	21.924062166363	0.38	-	
0	12/01-13:39:42	18.213759176433086	0.51	-	
0	12/01-13:41:05	17.817311454564333	0.43	-	
0	12/01-13:42:28	21.693231537938118	0.37	-	
0	12/01-13:43:50	16.64526993408799	0.6	-	
0	12/01-13:45:13	17.17405393719673	0.53	-	
0	12/01-13:46:37	18.58507515862584	0.45999999999999996	-	
0	12/01-13:48:00	17.272031400352716	0.45999999999999996	-	
0	12/01-13:49:23	14.414850156754255	0.47000000000000003	-	
0	12/01-13:50:46	17.71572045981884	0.32999999999999996	-	
0	12/01-13:52:09	15.780245885252953	0.53	-	
0	12/01-13:53:31	18.97611189633608	0.32999999999999996	-	
0	12/01-13:54:53	18.88431841507554	0.41999999999999993	-	
0	12/01-13:56:16	18.600670155137777	0.31	-	
0	12/01-13:57:38	17.968760803341866	0.6	-	
0	12/01-13:59:02	17.978724790737033	0.32	-	
0	12/01-14:00:26	22.994927130639553	0.27999999999999997	-	
0	12/01-14:01:49	16.097347252070904	0.5199999999999999	-	
0	12/01-14:03:12	13.49884201772511	0.45	-	
0	12/01-14:04:35	14.888026053085923	0.48999999999999994	-	
0	12/01-14:05:59	16.411825781688094	0.56	-	
0	12/01-14:07:24	18.246787367388606	0.47000000000000003	-	
0	12/01-14:08:49	13.64981522783637	0.48	-	
0	12/01-14:10:14	18.308894941583276	0.41999999999999993	-	
0	12/01-14:11:39	13.982392847537994	0.45	-	
0	12/01-14:13:04	19.85524781048298	0.45	-	
0	12/01-14:14:29	17.181748989969492	0.4	-	
0	12/01-14:15:55	17.375811003148556	0.42000000000000004	-	
0	12/01-14:17:19	17.361147329211235	0.43000000000000005	-	
0	12/01-14:18:44	14.72150906920433	0.39	-	
0	12/01-14:20:09	16.831785906106234	0.45	-	
0	12/01-14:21:34	17.106871819123626	0.45999999999999996	-	
0	12/01-14:22:59	17.97867356799543	0.39999999999999997	-	
0	12/01-14:24:24	16.02854346856475	0.58	-	
0	12/01-14:25:49	17.19442894682288	0.44000000000000006	-	
0	12/01-14:27:14	14.50895331799984	0.33999999999999997	-	
0	12/01-14:28:39	17.34214718453586	0.30999999999999994	-	
0	12/01-14:30:04	13.853476848453283	0.55	-	
0	12/01-14:31:30	19.338041311129928	0.49000000000000005	-	
0	12/01-14:32:55	16.733475495129824	0.4800000000000001	-	
0	12/01-14:34:19	12.857953552156687	0.58	-	
0	12/01-14:35:45	18.95981840789318	0.45	-	
0	12/01-14:37:09	19.067530520260334	0.5199999999999999	-	
0	12/01-14:38:35	17.132674111053348	0.45999999999999996	-	
0	12/01-14:40:00	13.75428750179708	0.59	-	
0	12/01-14:41:25	16.926570096984506	0.57	-	
0	12/01-14:42:50	18.180719343945384	0.49000000000000005	-	
0	12/01-14:51:51	18.180719343945384	-	0.41899261020980205	
0	12/01-14:53:15	16.8683473020792	0.45999999999999996	-	
0	12/01-14:54:39	14.746163506060839	0.52	-	
0	12/01-14:56:03	17.864147666841745	0.39	-	
0	12/01-14:57:27	16.61349320784211	0.38	-	
0	12/01-14:58:51	16.672079218551517	0.43000000000000005	-	
0	12/01-15:00:15	17.355669988319278	0.32999999999999996	-	
0	12/01-15:01:40	15.44496975839138	0.4	-	
0	12/01-15:03:05	15.695909969508648	0.64	-	
0	12/01-15:04:29	14.188863569870591	0.5599999999999999	-	
0	12/01-15:05:54	13.406964717432857	0.64	-	
0	12/01-15:07:19	17.9249607026577	0.41999999999999993	-	
0	12/01-15:08:44	19.299223786219954	0.36000000000000004	-	
0	12/01-15:10:09	14.105176087468863	0.58	-	
0	12/01-15:11:34	16.411831602454185	0.37	-	
0	12/01-15:12:59	13.394025154411793	0.35	-	
0	12/01-15:14:24	14.47077258490026	0.5199999999999999	-	
0	12/01-15:15:50	13.04208766669035	0.55	-	
0	12/01-15:17:14	16.980188665911555	0.35	-	
0	12/01-15:18:40	15.869918279349804	0.38	-	
0	12/01-15:20:05	16.78794389590621	0.5	-	
0	12/01-15:21:29	16.198712401092052	0.4	-	
0	12/01-15:22:54	17.282094340771437	0.49000000000000005	-	
0	12/01-15:24:19	15.368083259090781	0.45	-	
0	12/01-15:25:44	16.458139289170504	0.43000000000000005	-	
0	12/01-15:27:09	18.084460170939565	0.52	-	
0	12/01-15:28:34	14.721605693921447	0.39	-	
0	12/01-15:29:59	13.956793118268251	0.5	-	
0	12/01-15:31:22	16.7993176728487	0.44000000000000006	-	
0	12/01-15:32:47	16.200966201722622	0.43	-	
0	12/01-15:34:12	17.45454268530011	0.41	-	
0	12/01-15:35:36	13.689151965081692	0.53	-	
0	12/01-15:37:01	13.254530495032668	0.38	-	
0	12/01-15:38:25	16.48140139877796	0.37	-	
0	12/01-15:39:50	16.251608030870557	0.38	-	
0	12/01-15:41:15	19.155587069690228	0.43	-	
0	12/01-15:42:40	14.844803372398019	0.6599999999999999	-	
0	12/01-15:44:04	15.99805080331862	0.47000000000000003	-	
0	12/01-15:45:28	13.311249203979969	0.6400000000000001	-	
0	12/01-15:46:52	16.28358382731676	0.45	-	
0	12/01-15:48:17	17.435738118365407	0.5	-	
0	12/01-15:49:42	17.929006135091186	0.44000000000000006	-	
0	12/01-15:51:07	17.638038843870163	0.4699999999999999	-	
0	12/01-15:52:33	16.95092534646392	0.36	-	
0	12/01-15:53:58	16.657181549817324	0.45999999999999996	-	
0	12/01-15:55:21	12.011048384010792	0.5900000000000001	-	
0	12/01-15:56:46	14.427187852561474	0.4699999999999999	-	
0	12/01-15:58:11	17.781793139874935	0.41	-	
0	12/01-15:59:36	15.23239305242896	0.55	-	
0	12/01-16:01:01	18.344682175666094	0.29	-	
0	12/01-16:02:27	18.396046943962574	0.37	-	
0	12/01-16:11:29	18.396046943962574	-	0.4226450352501486	
0	12/01-16:12:53	12.926430208608508	0.5900000000000001	-	
0	12/01-16:14:17	17.586982576176524	0.36	-	
0	12/01-16:15:42	13.406801735982299	0.45999999999999996	-	
0	12/01-16:17:06	20.221921149641275	0.43	-	
0	12/01-16:18:31	15.909832436591387	0.53	-	
0	12/01-16:19:56	15.612372662872076	0.59	-	
0	12/01-16:21:20	16.254468355327845	0.39999999999999997	-	
0	12/01-16:22:45	16.709777992218733	0.45999999999999996	-	
0	12/01-16:24:10	15.738181537017226	0.47000000000000003	-	
0	12/01-16:25:36	16.54463354498148	0.45	-	
0	12/01-16:27:02	18.088025972247124	0.4600000000000001	-	
0	12/01-16:28:27	16.799060394987464	0.45	-	
0	12/01-16:29:53	14.370898716151714	0.45999999999999996	-	
0	12/01-16:31:18	16.482596984133124	0.4600000000000001	-	
0	12/01-16:32:44	16.775671392679214	0.48	-	
0	12/01-16:34:09	14.216550625860691	0.5800000000000001	-	
0	12/01-16:35:34	13.62271374091506	0.5599999999999999	-	
0	12/01-16:36:59	14.28496208973229	0.5	-	
0	12/01-16:38:25	13.864210341125727	0.43	-	
0	12/01-16:39:49	12.672069715335965	0.44000000000000006	-	
0	12/01-16:41:14	14.983518049120903	0.4299999999999999	-	
0	12/01-16:42:39	18.577809678390622	0.36	-	
0	12/01-16:44:05	17.41143991239369	0.4	-	
0	12/01-16:45:30	18.117647850885987	0.45999999999999996	-	
0	12/01-16:46:56	16.19162503629923	0.48	-	
0	12/01-16:48:22	20.096641965210438	0.48	-	
0	12/01-16:49:46	18.193466821685433	0.42000000000000004	-	
0	12/01-16:51:11	12.566983932629228	0.5	-	
0	12/01-16:52:37	11.774901067838073	0.6599999999999999	-	
0	12/01-16:54:02	16.712844371795654	0.45	-	
0	12/01-16:55:27	12.346835574135184	0.6799999999999999	-	
0	12/01-16:56:52	15.248109120875597	0.44000000000000006	-	
0	12/01-16:58:18	17.836273182183504	0.36	-	
0	12/01-16:59:44	18.110929522663355	0.35	-	
0	12/01-17:01:10	15.823660651221871	0.4	-	
0	12/01-17:02:35	19.62042646482587	0.33	-	
0	12/01-17:04:00	15.614938456565142	0.55	-	
0	12/01-17:05:24	17.550229094922543	0.41	-	
0	12/01-17:06:49	14.519139658659697	0.42000000000000004	-	
0	12/01-17:08:14	13.030789559707046	0.54	-	
0	12/01-17:09:39	15.933880349621177	0.43	-	
0	12/01-17:11:03	13.310946524143219	0.41999999999999993	-	
0	12/01-17:12:27	15.49760578200221	0.4	-	
0	12/01-17:13:52	15.43793361634016	0.43999999999999995	-	
0	12/01-17:15:17	10.91820071451366	0.6599999999999999	-	
0	12/01-17:16:42	14.938691165298223	0.54	-	
0	12/01-17:18:08	15.128799714148045	0.45	-	
0	12/01-17:19:34	13.249313924461603	0.45999999999999996	-	
0	12/01-17:20:59	15.650189016014338	0.38999999999999996	-	
0	12/01-17:22:24	20.27203794568777	0.4	-	
0	12/01-17:31:30	20.27203794568777	-	0.42666270279452984	
0	12/01-17:32:55	16.611474566161633	0.4	-	
0	12/01-17:34:20	15.789458993822336	0.37	-	
0	12/01-17:35:46	14.695191057398915	0.45999999999999996	-	
0	12/01-17:37:11	15.364313730970025	0.44000000000000006	-	
0	12/01-17:38:36	16.76555722951889	0.48	-	
0	12/01-17:40:01	14.491137117147446	0.53	-	
0	12/01-17:41:26	11.68192713521421	0.44000000000000006	-	
0	12/01-17:42:51	16.736541874706745	0.39	-	
0	12/01-17:44:17	14.213536633178592	0.5900000000000001	-	
0	12/01-17:45:42	14.438871294260025	0.5399999999999999	-	
0	12/01-17:47:07	13.662088895216584	0.49000000000000005	-	
0	12/01-17:48:33	15.779573004692793	0.54	-	
0	12/01-17:49:58	14.597820118069649	0.5399999999999999	-	
0	12/01-17:51:22	16.044811345636845	0.36	-	
0	12/01-17:52:47	13.855192810297012	0.52	-	
0	12/01-17:54:11	13.875917065888643	0.61	-	
0	12/01-17:55:36	17.162446165457368	0.44000000000000006	-	
0	12/01-17:57:01	14.076391234993935	0.43	-	
0	12/01-17:58:26	13.934695161879063	0.48	-	
0	12/01-17:59:52	16.711883945390582	0.42000000000000004	-	
0	12/01-18:01:17	16.465329099446535	0.38	-	
0	12/01-18:02:43	13.032142305746675	0.4	-	
0	12/01-18:04:08	16.18748647160828	0.47000000000000003	-	
0	12/01-18:05:33	10.86070784367621	0.6599999999999999	-	
0	12/01-18:06:58	22.117106709629297	0.35	-	
0	12/01-18:08:23	16.17699977941811	0.39	-	
0	12/01-18:09:49	13.300646096467972	0.38	-	
0	12/01-18:11:14	13.272665673866868	0.5599999999999999	-	
0	12/01-18:12:40	15.414245426654816	0.44000000000000006	-	
0	12/01-18:14:05	14.129518531262875	0.45999999999999996	-	
0	12/01-18:15:31	15.718997456133366	0.4	-	
0	12/01-18:16:57	13.87772848829627	0.5799999999999998	-	
0	12/01-18:18:23	15.12068323791027	0.59	-	
0	12/01-18:19:48	12.792769121006131	0.47000000000000003	-	
0	12/01-18:21:13	15.947564970701933	0.5700000000000001	-	
0	12/01-18:22:39	18.000073032453656	0.37	-	
0	12/01-18:24:03	15.578297898173332	0.39	-	
0	12/01-18:25:28	11.190366931259632	0.53	-	
0	12/01-18:26:53	17.53942109644413	0.31	-	
0	12/01-18:28:18	18.62974022515118	0.43000000000000005	-	
0	12/01-18:29:43	11.669924715533853	0.57	-	
0	12/01-18:31:08	15.045242616906762	0.43	-	
0	12/01-18:32:34	12.775290524587035	0.6	-	
0	12/01-18:33:59	15.818541869521141	0.39	-	
0	12/01-18:35:24	12.900596484541893	0.5399999999999999	-	
0	12/01-18:36:48	16.57352433539927	0.58	-	
0	12/01-18:38:13	22.126282565295696	0.31	-	
0	12/01-18:39:39	12.64436636120081	0.4	-	
0	12/01-18:41:03	18.560639582574368	0.32	-	
0	12/01-18:42:28	16.152021707966924	0.43000000000000005	-	
0	12/01-18:51:29	16.152021707966924	-	0.4470525779325576	
0	12/01-18:52:54	13.603182742372155	0.5399999999999999	-	
0	12/01-18:54:19	15.439041890203953	0.52	-	
0	12/01-18:55:44	15.033881645649672	0.47000000000000003	-	
0	12/01-18:57:10	13.471334241330624	0.53	-	
0	12/01-18:58:34	21.64397155866027	0.36	-	
0	12/01-18:59:59	13.814938720315695	0.4699999999999999	-	
0	12/01-19:01:24	18.16458534449339	0.36	-	
0	12/01-19:02:49	15.724010299891233	0.48999999999999994	-	
0	12/01-19:04:14	14.235272537916899	0.53	-	
0	12/01-19:05:39	19.70154233276844	0.36	-	
0	12/01-19:07:04	15.96376532688737	0.39	-	
0	12/01-19:08:30	12.435329845175147	0.5900000000000001	-	
0	12/01-19:09:55	16.0686275921762	0.41999999999999993	-	
0	12/01-19:11:21	14.727606903761625	0.4699999999999999	-	
0	12/01-19:12:45	15.549092786386609	0.48	-	
0	12/01-19:14:09	17.740732291713357	0.3	-	
0	12/01-19:15:34	14.56539612263441	0.51	-	
0	12/01-19:17:00	16.504888189956546	0.25999999999999995	-	
0	12/01-19:18:25	14.724370557814837	0.69	-	
0	12/01-19:19:50	15.506958588957787	0.45	-	
0	12/01-19:21:15	11.584095191210508	0.33999999999999997	-	
0	12/01-19:22:40	13.365186750888824	0.49000000000000005	-	
0	12/01-19:24:04	16.294128727167845	0.43999999999999995	-	
0	12/01-19:25:29	15.466151526197791	0.39	-	
0	12/01-19:26:54	15.48301661387086	0.55	-	
1	12/01-19:28:19	16.582640819251537	0.4	-	
1	12/01-19:29:43	13.83442897349596	0.55	-	
1	12/01-19:31:08	13.826109934598207	0.6	-	
1	12/01-19:32:32	14.176759868860245	0.51	-	
1	12/01-19:33:57	14.150901697576046	0.4	-	
1	12/01-19:35:21	15.519120497629046	0.32	-	
1	12/01-19:36:46	20.392232108861208	0.33999999999999997	-	
1	12/01-19:38:11	14.464249834418297	0.57	-	
1	12/01-19:39:37	15.082168392837048	0.45	-	
1	12/01-19:41:02	12.955700512975454	0.5399999999999999	-	
1	12/01-19:42:27	15.559071907773614	0.5900000000000001	-	
1	12/01-19:43:52	11.399142676964402	0.52	-	
1	12/01-19:45:17	15.420934651046991	0.57	-	
1	12/01-19:46:40	11.686356738209724	0.61	-	
1	12/01-19:48:05	13.762107118964195	0.32999999999999996	-	
1	12/01-19:49:30	12.081380700692534	0.61	-	
1	12/01-19:50:55	12.681595981121063	0.64	-	
1	12/01-19:52:21	13.678268296644092	0.51	-	
1	12/01-19:53:44	15.823012217879295	0.45	-	
1	12/01-19:55:09	16.416492871940136	0.52	-	
1	12/01-19:56:33	12.721880339086056	0.51	-	
1	12/01-19:57:58	15.325031708925962	0.55	-	
1	12/01-19:59:23	12.638698099181056	0.5599999999999999	-	
1	12/01-20:00:49	13.496883912011981	0.49000000000000005	-	
1	12/01-20:02:14	14.491931069642305	0.53	-	
1	12/01-20:11:12	14.491931069642305	-	0.45941561199354447	
1	12/01-20:12:36	13.431794941425323	0.5399999999999999	-	
1	12/01-20:14:01	11.66837872005999	0.48	-	
1	12/01-20:15:26	12.793928617611527	0.6	-	
1	12/01-20:16:50	16.409183153882623	0.43	-	
1	12/01-20:18:16	15.125509817153215	0.5799999999999998	-	
1	12/01-20:19:40	11.80830062367022	0.43	-	
1	12/01-20:21:05	15.098227886483073	0.6000000000000001	-	
1	12/01-20:22:30	13.207767624408007	0.51	-	
1	12/01-20:23:54	16.703444998711348	0.51	-	
1	12/01-20:25:19	11.855449993163347	0.48	-	
1	12/01-20:26:44	14.530681073665619	0.45	-	
1	12/01-20:28:09	15.98161761648953	0.5800000000000001	-	
1	12/01-20:29:34	14.01777844876051	0.5	-	
1	12/01-20:30:58	13.646155130118132	0.5900000000000001	-	
1	12/01-20:32:23	17.076112562790513	0.45999999999999996	-	
1	12/01-20:33:48	17.80783641152084	0.42000000000000004	-	
1	12/01-20:35:12	14.05749935656786	0.5900000000000001	-	
1	12/01-20:36:37	15.4341000597924	0.41	-	
1	12/01-20:38:02	16.630188329145312	0.37	-	
1	12/01-20:39:28	15.892272349447012	0.38	-	
